SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3060 6th Ave #31,San Diego,CA,92103,749000,2,2,92103 - Mission Hills,1330,14579,1991,4,563,930,Active,,,https://www.redfin.com/CA/San-Diego/3060-Sixth-Ave-92103/unit-31/home/5377005,CRMLS,NDP2210110,N,Y,32.7373509,-117.159721
MLS Listing,,Condo/Co-op,3950 Ohio St #515,San Diego,CA,92104,700000,2,1,North Park,1095,54842,2006,4,639,473,Active,,,https://www.redfin.com/CA/San-Diego/3950-Ohio-St-92104/unit-515/home/12162772,SDMLS,220025165,N,Y,32.7497431,-117.1291868
MLS Listing,,Single Family Residential,6919 Colorado Ave,La Mesa,CA,91942,1075000,4,3,La Mesa,1626,8474,1953,4,661,,Active,,,https://www.redfin.com/CA/La-Mesa/6919-Colorado-Ave-91942/home/5449144,SDMLS,220025164,N,Y,32.7780345,-117.0468365
MLS Listing,,Single Family Residential,,San Diego,CA,92106,869000,3,2,Point Loma,973,6500,1950,4,893,,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/Lucerne-Dr-92106/home/5346979,SDMLS,220025162,N,Y,32.7420088,-117.2268474
MLS Listing,,Single Family Residential,5566 Michael St,San Diego,CA,92105,685000,2,1,East San Diego,780,,1950,5,878,,Active,October-9-2022 12:00 PM,October-9-2022 05:00 PM,https://www.redfin.com/CA/San-Diego/5566-Michael-St-92105/home/5540330,SDMLS,220025157,N,Y,32.7435211,-117.0753399
MLS Listing,,Single Family Residential,4192 Rochester Rd,San Diego,CA,92116,1899990,4,3,Kensington,2347,16970,1927,5,810,,Pre On-Market,,,https://www.redfin.com/CA/San-Diego/4192-Rochester-Rd-92116/home/5454696,SDMLS,220025154,N,Y,32.7691425,-117.1045288
MLS Listing,,Townhouse,16935 Laurel Hill Ln Unit 177,San Diego,CA,92127,869999,3,3.5,Rancho Bernardo,1460,,2006,5,596,220,Active,,,https://www.redfin.com/CA/San-Diego/16935-Laurel-Hill-Ln-92127/unit-177/home/7535181,SDMLS,220025150,N,Y,33.0234723,-117.1136216
MLS Listing,,Condo/Co-op,4434 Louisiana St #10,San Diego,CA,92116,625000,2,2,University Heights,776,13983,1986,2,805,290,Active,,,https://www.redfin.com/CA/San-Diego/4434-Louisiana-St-92116/unit-10/home/5297701,SDMLS,220025149,N,Y,32.7579593,-117.1404233
MLS Listing,,Condo/Co-op,17812 Corte Huasco #64,San Diego,CA,92128,764900,3,2,Rancho Bernardo,1350,,1981,5,567,385,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/17812-Corte-Huasco-92128/unit-64/home/4207898,SDMLS,220025145,N,Y,33.0412429,-117.0528152
MLS Listing,,Single Family Residential,413 SAN PLACIDO Ct,Escondido,CA,92029,1549000,4,2.5,92029 - Escondido,3159,37461,1987,5,490,20,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/Escondido/413-San-Placido-Ct-92029/home/4214084,CRMLS,NDP2210099,N,Y,33.0630661,-117.0777993
MLS Listing,,Single Family Residential,10827 Caminito Arcada,San Diego,CA,92131,950000,3,2.5,Scripps Ranch,1320,,1998,3,720,100,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/10827-Caminito-Arcada-92131/home/4825945,SDMLS,220025143,N,Y,32.9321261,-117.0956542
MLS Listing,,Single Family Residential,3574 Poe St,San Diego,CA,92106,1249000,3,1.5,Point Loma,1196,4000,1948,5,1044,,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/3574-Poe-St-92106/home/5346005,SDMLS,220025142,N,Y,32.7356778,-117.2291442
MLS Listing,,Townhouse,1667 Pentecost Way #7,San Diego,CA,92105,399999,2,1,San Diego,813,,1980,5,492,350,Active,,,https://www.redfin.com/CA/San-Diego/1667-Pentecost-Way-92105/unit-7/home/5843378,SDMLS,220025140,N,Y,32.722702,-117.081383
MLS Listing,,Single Family Residential,3012 Jr Robles Rd,National City,CA,91950,749000,4,2.5,National City,1992,4499,2008,5,376,237,Pre On-Market,,,https://www.redfin.com/CA/National-City/3012-Jr-Robles-Rd-91950/home/21902214,SDMLS,220025139,N,Y,32.6682629,-117.0678467
MLS Listing,,Condo/Co-op,4205 Asher St #31,San Diego,CA,92110,499000,2,2,Bay Park,1102,122613,1976,5,453,450,Pre On-Market,,,https://www.redfin.com/CA/San-Diego/4205-Asher-St-92110/unit-31/home/5218747,SDMLS,220025138,N,Y,32.7782882,-117.206601
MLS Listing,,Single Family Residential,6965 Lalley Ln,San Diego,CA,92119,1059000,4,2.5,San Carlos,2006,5700,1965,5,528,,Active,,,https://www.redfin.com/CA/San-Diego/6965-Lalley-Ln-92119/home/5423441,SDMLS,220025137,N,Y,32.8091436,-117.0141448
MLS Listing,,Townhouse,3793 Balboa Ter Unit A,San Diego,CA,92117,899000,3,2,Clairemont,1659,,1982,5,542,425,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/3793-Balboa-Ter-92117/unit-A/home/6254455,SDMLS,220025135,N,Y,32.8121034,-117.2081046
MLS Listing,,Condo/Co-op,4114 Ohio St #203,San Diego,CA,92104,515000,2,1,North Park,704,6992,1982,5,732,225,Active,,,https://www.redfin.com/CA/San-Diego/4114-Ohio-St-92104/unit-203/home/5310607,SDMLS,220025131,N,Y,32.7525123,-117.1293017
MLS Listing,,Single Family Residential,836 Carlsbad St,San Diego,CA,92114,672000,4,2,92114 - Encanto,1430,7100,1974,5,470,,Active,,,https://www.redfin.com/CA/San-Diego/836-Carlsbad-St-92114/home/6443220,CRMLS,OC22215557,N,Y,32.7091178,-117.0187431
MLS Listing,,Condo/Co-op,2222 River Run Dr #134,San Diego,CA,92108,540000,2,1,Mission Valley,928,,1985,5,582,408,Active,,,https://www.redfin.com/CA/San-Diego/2222-River-Run-Dr-92108/unit-134/home/5227672,SDMLS,220025129,N,Y,32.7778202,-117.1347936
MLS Listing,,Condo/Co-op,1631 Pentecost Way #2,San Diego,CA,92105,405000,2,1,92105 - East San Diego,813,,1980,5,498,350,Active,,,https://www.redfin.com/CA/San-Diego/1631-Pentecost-Way-92105/unit-2/home/5842330,CRMLS,PTP2206529,N,Y,32.7227707,-117.0823033
MLS Listing,,Single Family Residential,5717 Robusto Rd,San Diego,CA,92124,1125000,5,2.5,92124 - Tierrasanta,1887,6300,1972,2,596,,Active,,,https://www.redfin.com/CA/San-Diego/5717-Robusto-Rd-92124/home/4984238,CRMLS,NDP2210095,N,Y,32.8359456,-117.1070338
MLS Listing,,Single Family Residential,7935 El Paso St,La Mesa,CA,91942,940000,3,3,La Mesa,1701,7300,1960,5,553,,Active,,,https://www.redfin.com/CA/La-Mesa/7935-El-Paso-St-91942/home/6250887,SDMLS,220025128,N,Y,32.7900726,-117.026652
MLS Listing,,Condo/Co-op,10891 Creekbridge Pl,San Diego,CA,92128,800000,2,2.5,San Diego,1273,210518,1992,5,628,58,Active,,,https://www.redfin.com/CA/San-Diego/10891-Creekbridge-Pl-92128/home/4777567,SDMLS,220025124,N,Y,32.9454981,-117.0948418
MLS Listing,,Condo/Co-op,445 Island Ave #605,San Diego,CA,92101,799900,2,2,San Diego,1113,24323,2006,5,719,513,Active,,,https://www.redfin.com/CA/San-Diego/445-Island-Ave-92101/unit-605/home/7517671,SDMLS,220025125,N,Y,32.7101994,-117.1605845
MLS Listing,,Single Family Residential,7235 Fargate Ter,San Diego,CA,92126,1139000,4,2.5,Mira Mesa,1920,3720,1992,3,593,,Active,,,https://www.redfin.com/CA/San-Diego/7235-Fargate-Ter-92126/home/4592924,SDMLS,220025122,N,Y,32.9098064,-117.1652837
MLS Listing,,Single Family Residential,5039 Art St,San Diego,CA,92115,865000,4,1.5,San Diego,1223,5700,1953,5,707,,Active,,,https://www.redfin.com/CA/San-Diego/5039-Art-St-92115/home/5471856,SDMLS,220025121,N,Y,32.7693432,-117.0629736
MLS Listing,,Multi-Family (2-4 Unit),1566 Reed Ave,San Diego,CA,92109,1295000,,,92109 - Pacific Beach,950,3122,1951,5,1363,,Active,,,https://www.redfin.com/CA/San-Diego/1566-Reed-Ave-92109/home/6417089,CRMLS,NDP2210089,N,Y,32.7960774,-117.2401799
MLS Listing,,Condo/Co-op,2920 Briarwood Rd Unit G8,Bonita,CA,91902,285000,1,1,Bonita,639,270943,1980,4,446,308,Active,,,https://www.redfin.com/CA/Bonita/2920-Briarwood-Rd-91902/unit-G8/home/6057065,SDMLS,220025119,N,Y,32.6798863,-117.0301695
MLS Listing,,Multi-Family (2-4 Unit),4833-35 Lantana Dr,San Diego,CA,92105,950000,5,4,City Heights,2150,5900,1940,5,442,,Active,,,https://www.redfin.com/CA/San-Diego/4833-Lantana-Dr-92105/home/5506423,SDMLS,220025113,N,Y,32.7455625,-117.0910014
MLS Listing,,Single Family Residential,2180 Iris Ave,San Diego,CA,92154,699000,3,2,Imperial Beach,1200,6000,1959,5,583,,Active,,,https://www.redfin.com/CA/San-Diego/2180-Iris-Ave-92154/home/6174601,SDMLS,220025118,N,Y,32.5694179,-117.0863265
MLS Listing,,Condo/Co-op,701 Kettner Blvd #110,San Diego,CA,92101,769900,2,1,Downtown,1029,169994,1983,5,748,564,Active,,,https://www.redfin.com/CA/San-Diego/701-Kettner-Blvd-92101/unit-110/home/5752139,SDMLS,220025117,N,Y,32.713212,-117.1686381
MLS Listing,,Single Family Residential,421 W San Ysidro Blvd,San Ysidro,CA,92173,630000,3,1,San Ysidro,1232,12799,1955,5,511,,Active,,,https://www.redfin.com/CA/San-Ysidro/421-W-San-Ysidro-Blvd-92173/home/6184717,SDMLS,220025109,N,Y,32.5559421,-117.0523536
MLS Listing,,Townhouse,2930 Cowley Way #104,San Diego,CA,92117,785000,2,2,Bay Park,1364,,1981,5,576,545,Active,,,https://www.redfin.com/CA/San-Diego/2930-Cowley-Way-92117/unit-104/home/5204310,SDMLS,220025103,N,Y,32.7954594,-117.1913128
MLS Listing,,Single Family Residential,3430 Meade Ave,San Diego,CA,92116,999000,3,2,Normal Heights,1198,3357,1940,5,834,,Active,,,https://www.redfin.com/CA/San-Diego/3430-Meade-Ave-92116/home/5314879,SDMLS,220025106,N,Y,32.7574171,-117.1194665
MLS Listing,,Townhouse,5704 BATES St #26,San Diego,CA,92115,450000,2,1.5,92115 - San Diego,1072,,1982,5,420,300,Active,,,https://www.redfin.com/CA/San-Diego/5704-Bates-St-92115/unit-26/home/5513123,CRMLS,PTP2206524,N,Y,32.7463405,-117.075156
MLS Listing,,Condo/Co-op,4620 Edgeware Rd #2,San Diego,CA,92116,700000,2,1.5,92116 - Normal Heights,1040,,1980,5,673,160,Active,,,https://www.redfin.com/CA/San-Diego/4620-Edgeware-Rd-92116/unit-2/home/5272282,CRMLS,NDP2210083,N,Y,32.7614567,-117.105632
MLS Listing,,Single Family Residential,1330 Thomas Ave,San Diego,CA,92109,2290000,5,3.5,Pacific Beach,2331,,2015,5,982,,Active,,,https://www.redfin.com/CA/San-Diego/1330-Thomas-Ave-92109/home/61676300,SDMLS,220025101,N,Y,32.7961044,-117.2448238
MLS Listing,,Condo/Co-op,2650 Broadway #207,San Diego,CA,92102,415000,1,1,San Diego,521,,1984,5,797,330,Active,,,https://www.redfin.com/CA/San-Diego/2650-Broadway-92102/unit-207/home/5767995,SDMLS,220025096,N,Y,32.716206,-117.137213
MLS Listing,,Multi-Family (2-4 Unit),3741 52nd St,San Diego,CA,92105,779000,4,2,City Heights,1520,,1946,5,513,,Active,,,https://www.redfin.com/CA/San-Diego/3741-52nd-St-92105/home/180392522,SDMLS,220025093,N,Y,32.7469882,-117.0834305
MLS Listing,,Condo/Co-op,8585 Via Mallorca #41,La Jolla,CA,92037,949000,2,2,La Jolla,1355,43739,1986,5,700,478,Active,,,https://www.redfin.com/CA/La-Jolla/8585-Via-Mallorca-92037/unit-41/home/4868376,SDMLS,220025090,N,Y,32.862363,-117.2321989
MLS Listing,,Condo/Co-op,7160 Shoreline Dr #4207,San Diego,CA,92122,709900,2,2,University City,848,104658,1988,3,837,400,Active,,,https://www.redfin.com/CA/San-Diego/7160-Shoreline-Dr-92122/unit-4207/home/7493864,SDMLS,220025088,N,Y,32.86342,-117.1984799
MLS Listing,,Single Family Residential,15545 VIA LA VENTANA,San Diego,CA,92131,3585000,6,6,Scripps Ranch,6200,,2009,5,578,145,Active,,,https://www.redfin.com/CA/San-Diego/15545-Via-La-Ventana-92131/home/21465567,SDMLS,220025087,N,Y,32.9229508,-117.0143517
MLS Listing,,Single Family Residential,1318-20 Bush St,San Diego,CA,92103,1149000,3,2,92103 - Mission Hills,1827,5989,1917,5,629,,Active,,,https://www.redfin.com/CA/San-Diego/1318-Bush-St-92103/home/180944212,CRMLS,PTP2206516,N,Y,32.74734,-117.175411
MLS Listing,,Vacant Land,Tompkins St,San Diego,CA,92102,749000,0,,San Diego,,20827,,5,,,Active,,,https://www.redfin.com/CA/San-Diego/Tompkins-St-92102/home/40506421,SDMLS,220025082,N,Y,32.70671694,-117.1176016
MLS Listing,,Multi-Family (2-4 Unit),2039 Osborn St,San Diego,CA,92113,625000,4,2,92113 - Logan Heights,1560,6242,1972,5,401,,Active,,,https://www.redfin.com/CA/San-Diego/2039-Osborn-St-92113/home/5899460,CRMLS,PTP2206514,N,Y,32.6853838,-117.1094929
MLS Listing,,Multi-Family (2-4 Unit),3217 Island Ave,San Diego,CA,92102,899000,4,2.5,Logan Heights,1463,4984,1920,4,614,,Active,,,https://www.redfin.com/CA/San-Diego/3217-Island-Ave-92102/home/5857516,SDMLS,220025079,N,Y,32.7104092,-117.1247978
MLS Listing,,Single Family Residential,5451 Redding Rd,San Diego,CA,92115,1400000,4,3.5,San Diego,2674,,1958,5,524,,Active,,,https://www.redfin.com/CA/San-Diego/5451-Redding-Rd-92115/home/5436312,SDMLS,220025078,N,Y,32.7780134,-117.0821204
MLS Listing,,Condo/Co-op,3211 5th Ave #305,San Diego,CA,92103,749000,1,1.5,Hillcrest,931,15063,2004,5,805,500,Active,,,https://www.redfin.com/CA/San-Diego/3211-Fifth-Ave-92103/unit-305/home/6602735,SDMLS,220025076,N,Y,32.738918,-117.1600224
MLS Listing,,Single Family Residential,14216 Dalia Dr,Rancho Santa Fe,CA,92067,4825000,5,7,Rancho Santa Fe,6311,25264,2001,5,765,615,Active,October-11-2022 11:30 AM,October-11-2022 02:00 PM,https://www.redfin.com/CA/Rancho-Santa-Fe/14216-Dalia-Dr-92067/home/171983765,SDMLS,220025071,N,Y,32.9765657,-117.1999501
MLS Listing,,Condo/Co-op,17179 Bernardo Center Dr,Rancho Bernardo,CA,92128,829000,2,2.5,Rancho Bernardo,1550,,1967,2,535,540,Active,,,https://www.redfin.com/CA/San-Diego/17179-Bernardo-Center-Dr-92128/home/4222503,SDMLS,220025070,N,Y,33.0246956,-117.073593
MLS Listing,,Single Family Residential,17695 Drayton Hall Way,San Diego,CA,92128,865000,3,2,Rancho Bernardo,1617,,1982,3,535,275,Active,October-9-2022 12:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/17695-Drayton-Hall-Way-92128/home/4239708,SDMLS,220025068,N,Y,33.0353369,-117.0742366
MLS Listing,,Single Family Residential,6032 Caminito De La Taza,San Diego,CA,92120,1250000,3,3,92120 - Del Cerro,2093,3216,1980,6,597,380,Active,,,https://www.redfin.com/CA/San-Diego/6032-Caminito-De-La-Taza-92120/home/6245345,CRMLS,NDP2210065,N,Y,32.7881414,-117.0623236
MLS Listing,,Single Family Residential,4046 Cherokee Ave,San Diego,CA,92104,699000,2,1,North Park,917,,1925,6,762,,Pre On-Market,,,https://www.redfin.com/CA/San-Diego/4046-Cherokee-Ave-92104/home/174679101,SDMLS,220025060,N,Y,32.7506221,-117.1146044
MLS Listing,,Single Family Residential,2255 Ingrid Ave,San Diego,CA,92154,749900,3,2,92154 - Otay Mesa,1743,6000,1959,6,430,,Active,,,https://www.redfin.com/CA/San-Diego/2255-Ingrid-Ave-92154/home/6175069,CRMLS,PTP2206510,N,Y,32.5725648,-117.0851302
MLS Listing,,Condo/Co-op,12063 Alta Carmel Ct #158,San Diego,CA,92128,529000,2,2,92128 - Rancho Bernardo,1036,,2006,6,511,290,Active,,,https://www.redfin.com/CA/San-Diego/12063-Alta-Carmel-Ct-92128/unit-158/home/7536454,CRMLS,NDP2210057,N,Y,32.9929511,-117.0718232
MLS Listing,,Single Family Residential,12795 Via Donada,Del Mar,CA,92014,5495000,4,4.5,92014 - Del Mar,4163,9147,2016,6,1320,,Active,,,https://www.redfin.com/CA/Del-Mar/12795-Via-Donada-92014/home/4434826,CRMLS,NDP2210053,N,Y,32.9341565,-117.251284
MLS Listing,,Single Family Residential,4241 Cartagena Dr,San Diego,CA,92115,845000,3,2,San Diego,1289,5500,1942,6,656,,Active,,,https://www.redfin.com/CA/San-Diego/4241-Cartagena-Dr-92115/home/5516371,SDMLS,220025053,N,Y,32.754874,-117.0625139
MLS Listing,,Single Family Residential,5603 Bolivar St,San Diego,CA,92139,655000,3,1,San Diego,1096,,1943,5,598,,Active,,,https://www.redfin.com/CA/San-Diego/5603-Bolivar-St-92139/home/6042508,SDMLS,220025050,N,Y,32.6774667,-117.0699154
MLS Listing,,Multi-Family (2-4 Unit),4140 48th,San Diego,CA,92105,2095000,14,8,City Heights,4120,,2022,6,508,,Active,,,https://www.redfin.com/CA/San-Diego/4140-48th-St-92105/home/5499443,SDMLS,220025049,N,Y,32.7520056,-117.0915207
MLS Listing,,Condo/Co-op,3890 Nobel Dr #706,San Diego,CA,92122,579000,1,1.5,92122 - University City,1055,,1991,6,549,2897,Active,,,https://www.redfin.com/CA/San-Diego/3890-Nobel-Dr-92122/unit-706/home/4871400,CRMLS,NDP2210047,N,Y,32.868799,-117.223007
MLS Listing,,Single Family Residential,4515 Tivoli St,San Diego,CA,92107,4595000,4,4.5,Point Loma,3850,,2021,6,1194,,Active,,,https://www.redfin.com/CA/San-Diego/4515-Tivoli-St-92107/home/6433220,SDMLS,220025046,N,Y,32.7318138,-117.2513069
MLS Listing,,Single Family Residential,980 Crest Rd,Del Mar,CA,92014,4800000,5,4.5,Del Mar,3299,12100,1988,6,1455,,Pre On-Market,,,https://www.redfin.com/CA/Del-Mar/980-Crest-Rd-92014/home/4424369,SDMLS,220025043,N,Y,32.9558305,-117.2573697
MLS Listing,,Single Family Residential,3810 Crown Point Dr,San Diego,CA,92109,2200000,3,2,92109 - Pacific Beach,1300,5000,1940,6,1692,,Active,,,https://www.redfin.com/CA/San-Diego/3810-Crown-Point-Dr-92109/home/5194373,CRMLS,NDP2210045,N,Y,32.7899308,-117.2333932
MLS Listing,,Vacant Land,0 1ST Pl,Escondido,CA,92029,150000,,,92029 - Escondido,,5097,,6,,,Active,,,https://www.redfin.com/CA/ESCONDIDO/1ST-PL-92029/home/22677331,CRMLS,NDP2210041,N,Y,33.07496,-117.118912
MLS Listing,,Single Family Residential,863 Grissom St,San Diego,CA,92154,725000,3,2,92154 - Otay Mesa,1627,5100,1969,4,446,,Active,,,https://www.redfin.com/CA/San-Diego/863-Grissom-St-92154/home/6154955,CRMLS,PTP2206502,N,Y,32.5810107,-117.0552041
MLS Listing,,Townhouse,3440 Lebon Dr #4113,San Diego,CA,92122,499000,1,1,University City,535,52366,2006,6,933,325,Active,,,https://www.redfin.com/CA/San-Diego/3440-Lebon-Dr-92122/unit-4113/home/6698534,SDMLS,220025034,N,Y,32.8678695,-117.2254004
MLS Listing,,Single Family Residential,8349 Summit Way,San Diego,CA,92108,1460000,4,3.5,92108 - Mission Valley,2183,184001,2017,6,669,340,Active,October-9-2022 12:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/8349-Summit-Way-92108/home/143237670,CRMLS,TR22214430,N,Y,32.7833371,-117.148833
MLS Listing,,Single Family Residential,6823 Neptune Pl,La Jolla,CA,92037,4995000,4,4,92037 - La Jolla,2592,3375,1972,6,1927,,Active,,,https://www.redfin.com/CA/La-Jolla/6823-Neptune-Pl-92037/home/4915066,CRMLS,NDP2210040,N,Y,32.830568,-117.2803674
MLS Listing,,Single Family Residential,3344 Lucinda St,San Diego,CA,92106,2350000,3,2,Point Loma,1554,10931,1949,6,1512,,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/3344-Lucinda-St-92106/home/5742518,SDMLS,220024267,N,Y,32.7194442,-117.2388823
MLS Listing,,Single Family Residential,894 Gage Dr,San Diego,CA,92106,1495000,3,2,Point Loma,1384,10634,1959,6,1080,,Active,October-14-2022 10:00 AM,October-14-2022 03:00 PM,https://www.redfin.com/CA/San-Diego/894-Gage-Dr-92106/home/5742418,SDMLS,220025024,N,Y,32.7200713,-117.241519
MLS Listing,,Townhouse,4393 Mayberry St,San Diego,CA,92113,369000,2,1.5,San Diego,866,,1981,6,426,198,Active,,,https://www.redfin.com/CA/San-Diego/4393-Mayberry-St-92113/home/5896678,SDMLS,220025023,N,Y,32.6917446,-117.0995655
MLS Listing,,Single Family Residential,4537 48th St,San Diego,CA,92115,799900,3,2,92115 - San Diego,1419,6200,1939,6,564,,Active,,,https://www.redfin.com/CA/San-Diego/4537-48th-St-92115/home/5460200,CRMLS,PTP2206499,N,Y,32.7598237,-117.0905554
MLS Listing,,Condo/Co-op,2220 River Run Dr #117,San Diego,CA,92108,550000,2,2,92108 - Mission Valley,942,109771,1986,6,584,408,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/2220-River-Run-Dr-92108/unit-117/home/5227524,CRMLS,PTP2206498,N,Y,32.7781467,-117.1347936
MLS Listing,,Single Family Residential,15529 Mission Preserve,San Diego,CA,92131,3199000,6,6,Scripps Ranch,5818,16790,2008,6,550,145,Active,,,https://www.redfin.com/CA/San-Diego/15529-Mission-Preserve-Pl-92131/home/21902578,SDMLS,220025021,N,Y,32.9234067,-117.0155473
MLS Listing,,Condo/Co-op,427 9th Ave #707,San Diego,CA,92101,499000,0,1,Downtown,487,20036,2005,6,1025,601,Active,,,https://www.redfin.com/CA/San-Diego/427-Ninth-Ave-92101/unit-707/home/6677642,SDMLS,220025019,N,Y,32.7097744,-117.1561625
MLS Listing,,Townhouse,6409 W Caminito Blythefield S,La Jolla,CA,92037,1350000,2,2.5,92037 - La Jolla,1604,,1982,6,842,885,Active,,,https://www.redfin.com/CA/La-Jolla/6409-Caminito-Blythefield-92037/home/4925041,CRMLS,NDP2210034,N,Y,32.8316967,-117.2449486
MLS Listing,,Townhouse,13272 Tiverton Rd,San Diego,CA,92130,1000000,2,2.5,Carmel Valley,1386,,1987,6,722,290,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/13272-Tiverton-Rd-92130/home/4463452,SDMLS,220025018,N,Y,32.9597628,-117.2355653
MLS Listing,,Single Family Residential,9493 Aldabra Ct,San Diego,CA,92129,1299900,4,2.5,92129 - Rancho Penasquitos,1843,13963,1977,6,705,,Active,,,https://www.redfin.com/CA/San-Diego/9493-Aldabra-Ct-92129/home/4600310,CRMLS,PTP2206495,N,Y,32.9669645,-117.1242003
MLS Listing,,Single Family Residential,5758 Avenida Sanchez,San Diego,CA,92124,1299000,5,2.5,92124 - Tierrasanta,2247,6500,1973,6,578,,Active,,,https://www.redfin.com/CA/San-Diego/5758-Avenida-Sanchez-92124/home/4985387,CRMLS,NDP2210033,N,Y,32.8361859,-117.1006679
MLS Listing,,Single Family Residential,6944 Country Clb,La Jolla,CA,92037,4425000,5,3,La Jolla,2464,13280,1957,6,1796,,Active,,,https://www.redfin.com/CA/La-Jolla/6944-Country-Club-Dr-92037/home/4921215,SDMLS,220025016,N,Y,32.8362903,-117.2612506
MLS Listing,,Single Family Residential,12759 Corte Cierna,San Diego,CA,92128,910000,2,2,Rancho Bernardo,1418,,1981,2,642,280,Active,,,https://www.redfin.com/CA/San-Diego/12759-Corte-Cierna-92128/home/4207997,SDMLS,220025006,N,Y,33.0345862,-117.0537329
MLS Listing,,Single Family Residential,5721 Roanoke St,San Diego,CA,92139,669900,3,2,Paradise Hills,1068,7200,1959,6,627,,Active,October-15-2022 01:00 PM,October-15-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/5721-Roanoke-St-92139/home/6045339,SDMLS,220025005,N,Y,32.6708575,-117.0658239
MLS Listing,,Single Family Residential,5864 ESTELLE,San Diego,CA,92115,699000,2,1,San Diego,726,3621,1937,6,963,,Active,,,https://www.redfin.com/CA/San-Diego/5864-Estelle-St-92115/home/5507964,SDMLS,220025004,N,Y,32.7583952,-117.0712754
MLS Listing,,Townhouse,12541 El Camino Real Unit B,San Diego,CA,92130,939000,2,2.5,Carmel Valley,1351,28576,1998,6,695,357,Active,October-9-2022 01:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/12541-El-Camino-Real-92130/unit-B/home/4516020,SDMLS,220025003,N,Y,32.946242,-117.235555
MLS Listing,,Single Family Residential,2061 Garnet Ave,San Diego,CA,92109,1450000,1,1,Pacific Beach,540,6250,1920,7,2685,,Active,,,https://www.redfin.com/CA/San-Diego/2061-Garnet-Ave-92109/home/5188457,SDMLS,220025001,N,Y,32.8015528,-117.2320841
MLS Listing,,Condo/Co-op,425 W Beech St #708,San Diego,CA,92101,488800,1,1,Downtown,760,59910,2004,7,643,796,Pre On-Market,,,https://www.redfin.com/CA/San-Diego/425-W-Beech-St-92101/unit-708/home/6640923,SDMLS,220024997,N,Y,32.7206773,-117.1668231
MLS Listing,,Condo/Co-op,12132 Royal Birkdale Row Unit 305E,San Diego,CA,92128,665000,3,2,Rancho Bernardo,1464,,1987,7,454,727,Active,,,https://www.redfin.com/CA/San-Diego/12132-Royal-Birkdale-Row-92128/unit-305E/home/182089248,SDMLS,220024996,N,Y,33.0016495,-117.0712945
MLS Listing,,Condo/Co-op,4060 Porte La Paz #40,San Diego,CA,92122,775000,2,2,University City,1086,,1985,4,714,330,Active,,,https://www.redfin.com/CA/San-Diego/4060-Porte-La-Paz-92122/unit-40/home/4889157,SDMLS,220024995,N,Y,32.8566212,-117.228536
MLS Listing,,Single Family Residential,5525 Brunswick Ave,San Diego,CA,92120,830000,4,2,San Diego,1242,8600,1956,6,668,,Active,,,https://www.redfin.com/CA/San-Diego/5525-Brunswick-Ave-92120/home/6239977,SDMLS,220024985,N,Y,32.7981652,-117.0722599
MLS Listing,,Single Family Residential,1880 Catalina Blvd,San Diego,CA,92107,1450000,4,2,Ocean Beach,1062,,1953,7,1365,,Active,October-9-2022 02:00 PM,October-9-2022 04:00 PM,https://www.redfin.com/CA/San-Diego/1880-Catalina-Blvd-92107/home/5342885,SDMLS,220024982,N,Y,32.7381868,-117.2375962
MLS Listing,,Condo/Co-op,11149 Catarina Ln #82,San Diego,CA,92128,760000,3,2,Sabre Spr,1267,,2005,7,600,325,Active,,,https://www.redfin.com/CA/San-Diego/11149-Catarina-Ln-92128/unit-82/home/7534839,SDMLS,220024981,N,Y,32.9466682,-117.0893637
